wid,cat_id,raw_outcome,outcome
w9519f11,SPORTS,tennis,tennis
w9519f11,SPORTS,hockey,UNK
w9519f11,SPORTS,football,football
w9519f11,SPORTS,basketball,basketball
w9519f11,SPORTS,sw,UNK
w9519f11,SUBJECTS,Language,UNK
w9519f11,SUBJECTS,Math,UNK
w9519f11,SUBJECTS,Physics,physics
w9519f11,SUBJECTS,chemist,UNK
w9519f11,EUROCITIES,Paris,paris
w9519f11,EUROCITIES,London,london
w9519f11,EUROCITIES,Prague,UNK
w9519f11,EUROCITIES,Vienna,vienna
w9519f11,EUROCITIES,Amsterdam,amsterdam
w9519f11,TRANSPORT,Ship,UNK
w9519f11,TRANSPORT,Car,car
w9519f11,TRANSPORT,Bike,UNK
w9519f11,TRANSPORT,Plane,plane
w9519f11,TRANSPORT,train ,train
w9519f11,ANIMALS,Lion,lion
w9519f11,ANIMALS,Tiger,tiger
w9519f11,ANIMALS,Wolf,UNK
w9519f11,ANIMALS,Fox,UNK
w9519f11,ANIMALS,S,UNK
weeccfcf,EUROCITIES,copenhagen,UNK
weeccfcf,EUROCITIES,stockholm,UNK
weeccfcf,EUROCITIES,paris,paris
weeccfcf,EUROCITIES,prague,UNK
weeccfcf,TRANSPORT,car,car
weeccfcf,TRANSPORT,truck,UNK
weeccfcf,TRANSPORT,bus,bus
weeccfcf,TRANSPORT,plane,plane
weeccfcf,TRANSPORT,boat,boat
weeccfcf,TRANSPORT,scooter,scooter
weeccfcf,TRANSPORT,roller skate,UNK
weeccfcf,TRANSPORT,bike,UNK
weeccfcf,TRANSPORT,moro,UNK
weeccfcf,ANIMALS,lion,lion
weeccfcf,ANIMALS,tiger,tiger
weeccfcf,ANIMALS,shark,UNK
weeccfcf,ANIMALS,platypus,UNK
weeccfcf,ANIMALS,giraffe,giraffe
weeccfcf,ANIMALS,seal,UNK
weeccfcf,ANIMALS,octopus,UNK
weeccfcf,SUBJECTS,science,UNK
weeccfcf,SUBJECTS,math,UNK
weeccfcf,SUBJECTS,grammar,UNK
weeccfcf,SUBJECTS,psychology,UNK
weeccfcf,SUBJECTS,writing,UNK
weeccfcf,SPORTS,soccer,soccer
weeccfcf,SPORTS,football,football
weeccfcf,SPORTS,baseball,baseball
weeccfcf,SPORTS,skating,UNK
weeccfcf,SPORTS,skiing,UNK
weeccfcf,SPORTS,basketball,basketball
wbbe84c9,TRANSPORT,car,car
wbbe84c9,TRANSPORT,train,train
wbbe84c9,TRANSPORT,auto,UNK
wbbe84c9,TRANSPORT,airplane,UNK
wbbe84c9,TRANSPORT,bicycle,bicycle
wbbe84c9,TRANSPORT,walking,UNK
wbbe84c9,TRANSPORT,driving,UNK
wbbe84c9,SUBJECTS,math,UNK
wbbe84c9,SUBJECTS,english,english
wbbe84c9,SUBJECTS,science,UNK
wbbe84c9,SUBJECTS,biology,biology
wbbe84c9,SUBJECTS,anatomy,UNK
wbbe84c9,SUBJECTS,chemistry,chemistry
wbbe84c9,SUBJECTS,calcu,UNK
wbbe84c9,EUROCITIES,london,london
wbbe84c9,EUROCITIES,newquay,UNK
wbbe84c9,EUROCITIES,prag,UNK
wbbe84c9,SPORTS,baseball,baseball
wbbe84c9,SPORTS,hockey,UNK
wbbe84c9,SPORTS,basketball,basketball
wbbe84c9,SPORTS,football,football
wbbe84c9,SPORTS,golf,golf
wbbe84c9,SPORTS,diving,UNK
wbbe84c9,ANIMALS,monkey,monkey
wbbe84c9,ANIMALS,zebra,zebra
wbbe84c9,ANIMALS,alligator,UNK
wbbe84c9,ANIMALS,lion,lion
wbbe84c9,ANIMALS,tiger,tiger
wbbe84c9,ANIMALS,seal,UNK
wbbe84c9,ANIMALS,chimp,UNK
wa0c5a8d,ANIMALS,tiger ,tiger
wa0c5a8d,ANIMALS,lion,lion
wa0c5a8d,ANIMALS,monkey,monkey
wa0c5a8d,ANIMALS,zebra,zebra
wa0c5a8d,ANIMALS,gorilla,gorilla
wa0c5a8d,ANIMALS,fish,UNK
wa0c5a8d,ANIMALS,dolphin,UNK
wa0c5a8d,ANIMALS,shark,UNK
wa0c5a8d,ANIMALS,gi,UNK
wa0c5a8d,SUBJECTS,math,UNK
wa0c5a8d,SUBJECTS,english,english
wa0c5a8d,SUBJECTS,language arts,UNK
wa0c5a8d,SUBJECTS,science,UNK
wa0c5a8d,SUBJECTS,graphic design,UNK
wa0c5a8d,TRANSPORT,Car,car
wa0c5a8d,TRANSPORT,truck,UNK
wa0c5a8d,TRANSPORT,plane,plane
wa0c5a8d,TRANSPORT,train,train
wa0c5a8d,TRANSPORT,boat,boat
wa0c5a8d,TRANSPORT,spaceship,UNK
wa0c5a8d,EUROCITIES,London,london
wa0c5a8d,EUROCITIES,Paris,paris
wa0c5a8d,EUROCITIES,Stockholm,UNK
wa0c5a8d,EUROCITIES,Warsaw,UNK
wa0c5a8d,SPORTS,Football,football
wa0c5a8d,SPORTS,rugby,rugby
wa0c5a8d,SPORTS,soccer,soccer
wa0c5a8d,SPORTS,basketball,basketball
wa0c5a8d,SPORTS,volleyball,volleyball
wa0c5a8d,SPORTS,water polo,UNK
wa0c5a8d,SPORTS,golf,golf
w57d17ab,ANIMALS,tiger,tiger
w57d17ab,ANIMALS,lion,lion
w57d17ab,ANIMALS,zebra,zebra
w57d17ab,ANIMALS,sea lion,UNK
w57d17ab,ANIMALS,snake,UNK
w57d17ab,ANIMALS,fish,UNK
w57d17ab,ANIMALS,el,UNK
w57d17ab,SPORTS,baseball,baseball
w57d17ab,SPORTS,football,football
w57d17ab,SPORTS,soccer,soccer
w57d17ab,SPORTS,hockey,UNK
w57d17ab,SPORTS,track,UNK
w57d17ab,SPORTS,wrestling,UNK
w57d17ab,TRANSPORT,car,car
w57d17ab,TRANSPORT,bus,bus
w57d17ab,TRANSPORT,bike,UNK
w57d17ab,TRANSPORT,plane,plane
w57d17ab,TRANSPORT,train,train
w57d17ab,TRANSPORT,walking,UNK
w57d17ab,TRANSPORT,scooter,scooter
w57d17ab,TRANSPORT,motorcycle,UNK
w57d17ab,EUROCITIES,amsterdam,amsterdam
w57d17ab,EUROCITIES,berlin,UNK
w57d17ab,EUROCITIES,munich,UNK
w57d17ab,EUROCITIES,paris,paris
w57d17ab,EUROCITIES,nice,UNK
w57d17ab,SUBJECTS,math,UNK
w57d17ab,SUBJECTS,history,history
w57d17ab,SUBJECTS,english,english
w57d17ab,SUBJECTS,gym,UNK
w57d17ab,SUBJECTS,art,UNK
wfcff4bf,SUBJECTS,math,UNK
wfcff4bf,SUBJECTS,history,history
wfcff4bf,SUBJECTS,chemistry,chemistry
wfcff4bf,SUBJECTS,languages,UNK
wfcff4bf,SUBJECTS,english,english
wfcff4bf,ANIMALS, monkey,monkey
wfcff4bf,ANIMALS,lion,lion
wfcff4bf,ANIMALS,zebra,zebra
wfcff4bf,ANIMALS,giraffe,giraffe
wfcff4bf,ANIMALS,hippo,UNK
wfcff4bf,ANIMALS,tiger,tiger
wfcff4bf,SPORTS, football,football
wfcff4bf,SPORTS,soccer,soccer
wfcff4bf,SPORTS,rugby,rugby
wfcff4bf,SPORTS,hockey,UNK
wfcff4bf,SPORTS,tennis,tennis
wfcff4bf,EUROCITIES, madrid,madrid
wfcff4bf,EUROCITIES,barcelona,UNK
wfcff4bf,EUROCITIES,milan,UNK
wfcff4bf,EUROCITIES,france,UNK
wfcff4bf,EUROCITIES,berlin,UNK
wfcff4bf,EUROCITIES,stock,UNK
wfcff4bf,TRANSPORT, car,car
wfcff4bf,TRANSPORT,bike,UNK
wfcff4bf,TRANSPORT,motorcycle,UNK
wfcff4bf,TRANSPORT,bus,bus
wfcff4bf,TRANSPORT,cab,UNK
wfcff4bf,TRANSPORT,uber,UNK
wfcff4bf,TRANSPORT,skateboard,skateboard
w20abc9a,TRANSPORT,car,car
w20abc9a,TRANSPORT,truck,UNK
w20abc9a,TRANSPORT,bus,bus
w20abc9a,TRANSPORT,bicycle,bicycle
w20abc9a,TRANSPORT,SUV,UNK
w20abc9a,TRANSPORT,boat,boat
w20abc9a,TRANSPORT,ferry,UNK
w20abc9a,TRANSPORT,pl,UNK
w20abc9a,ANIMALS,lion,lion
w20abc9a,ANIMALS,tiger,tiger
w20abc9a,ANIMALS,bear,UNK
w20abc9a,ANIMALS,zebra,zebra
w20abc9a,ANIMALS,elephant,elephant
w20abc9a,ANIMALS,giraffe,giraffe
w20abc9a,ANIMALS,beaver,UNK
w20abc9a,ANIMALS,otter,UNK
w20abc9a,SUBJECTS,math,UNK
w20abc9a,SUBJECTS,reading,UNK
w20abc9a,SUBJECTS,physics,physics
w20abc9a,SUBJECTS,biology,biology
w20abc9a,SUBJECTS,chemistry,chemistry
w20abc9a,SUBJECTS,geography,UNK
w20abc9a,SUBJECTS,law,UNK
w20abc9a,SUBJECTS,political science,UNK
w20abc9a,SUBJECTS,history,history
w20abc9a,EUROCITIES,paris,paris
w20abc9a,EUROCITIES,london,london
w20abc9a,EUROCITIES,barcelona,UNK
w20abc9a,EUROCITIES,edinburgh,UNK
w20abc9a,EUROCITIES,rome,rome
w20abc9a,EUROCITIES,venic,venice
w20abc9a,SPORTS,basketball,basketball
w20abc9a,SPORTS,baseball,baseball
w20abc9a,SPORTS,hockey,UNK
w20abc9a,SPORTS,womens basketball,UNK
w20abc9a,SPORTS,track,UNK
wad10e53,SUBJECTS,math,UNK
wad10e53,SUBJECTS,english,english
wad10e53,SUBJECTS,gym,UNK
wad10e53,SUBJECTS,science,UNK
wad10e53,SUBJECTS,history,history
wad10e53,ANIMALS,bear,UNK
wad10e53,ANIMALS,giraffe,giraffe
wad10e53,ANIMALS,lion,lion
wad10e53,ANIMALS,pen,UNK
wad10e53,SPORTS,baseball,baseball
wad10e53,SPORTS,football,football
wad10e53,SPORTS,basketball,basketball
wad10e53,SPORTS,soccer,soccer
wad10e53,TRANSPORT,bus,bus
wad10e53,TRANSPORT,car,car
wad10e53,TRANSPORT,plane,plane
wad10e53,TRANSPORT,train,train
wad10e53,TRANSPORT,boat,boat
wad10e53,TRANSPORT,walki,UNK
wad10e53,EUROCITIES,paris,paris
wad10e53,EUROCITIES,great britain,UNK
w1f40bb2,SPORTS,baseball,baseball
w1f40bb2,SPORTS,football,football
w1f40bb2,SPORTS,soccer,soccer
w1f40bb2,SPORTS,golf,golf
w1f40bb2,SPORTS,boxing,boxing
w1f40bb2,ANIMALS, zebra,zebra
w1f40bb2,ANIMALS,lion,lion
w1f40bb2,ANIMALS,elephant,elephant
w1f40bb2,ANIMALS,otter,UNK
w1f40bb2,ANIMALS,peacock,peacock
w1f40bb2,TRANSPORT,car,car
w1f40bb2,TRANSPORT,bus,bus
w1f40bb2,TRANSPORT,train,train
w1f40bb2,TRANSPORT,boat,boat
w1f40bb2,TRANSPORT,bicycle,bicycle
w1f40bb2,TRANSPORT,feet,UNK
w1f40bb2,TRANSPORT,tricycle,UNK
w1f40bb2,SUBJECTS, math,UNK
w1f40bb2,SUBJECTS,english,english
w1f40bb2,SUBJECTS,science,UNK
w1f40bb2,SUBJECTS,history,history
w1f40bb2,SUBJECTS,reading,UNK
w1f40bb2,EUROCITIES, berlin,UNK
w1f40bb2,EUROCITIES,paris,paris
w1f40bb2,EUROCITIES,madrid,madrid
w1f40bb2,EUROCITIES,rome,rome
w5d3117b,TRANSPORT,car,car
w5d3117b,TRANSPORT,bus,bus
w5d3117b,TRANSPORT,train,train
w5d3117b,TRANSPORT,plane,plane
w5d3117b,TRANSPORT,bike,UNK
w5d3117b,TRANSPORT,motorcycle,UNK
w5d3117b,TRANSPORT,jeep,UNK
w5d3117b,SPORTS,soccer,soccer
w5d3117b,SPORTS,basketbal,basketball
w5d3117b,SPORTS,tennis,tennis
w5d3117b,SPORTS,swimming,UNK
w5d3117b,SPORTS,wr,UNK
w5d3117b,ANIMALS,dolphin,UNK
w5d3117b,ANIMALS,monkey,monkey
w5d3117b,ANIMALS,parrot,UNK
w5d3117b,ANIMALS,tucan,UNK
w5d3117b,EUROCITIES,Paris,paris
w5d3117b,EUROCITIES,London,london
w5d3117b,EUROCITIES,Berlin,UNK
w5d3117b,EUROCITIES,Sweden,UNK
w5d3117b,SUBJECTS,math,UNK
w5d3117b,SUBJECTS,geometry,geometry
w5d3117b,SUBJECTS,science,UNK
w5d3117b,SUBJECTS,social studies,UNK
w5d3117b,SUBJECTS,anthropology,UNK
w5d3117b,SUBJECTS,computer science,UNK
w5d3117b,SUBJECTS,phi,UNK
wbca2ba2,TRANSPORT,bus,bus
wbca2ba2,TRANSPORT,car,car
wbca2ba2,TRANSPORT,bicycle,bicycle
wbca2ba2,TRANSPORT,truck,UNK
wbca2ba2,TRANSPORT,plane,plane
wbca2ba2,TRANSPORT,moped,UNK
wbca2ba2,TRANSPORT,walking,UNK
wbca2ba2,EUROCITIES,berlin,UNK
wbca2ba2,EUROCITIES,rome,rome
wbca2ba2,EUROCITIES,paris,paris
wbca2ba2,EUROCITIES,brussels,UNK
wbca2ba2,EUROCITIES,mun,UNK
wbca2ba2,ANIMALS,lion,lion
wbca2ba2,ANIMALS,tiger,tiger
wbca2ba2,ANIMALS,bear,UNK
wbca2ba2,ANIMALS,wolf,UNK
wbca2ba2,ANIMALS,elephant,elephant
wbca2ba2,SUBJECTS,math,UNK
wbca2ba2,SUBJECTS,science,UNK
wbca2ba2,SUBJECTS,english,english
wbca2ba2,SUBJECTS,history,history
wbca2ba2,SPORTS,basketball,basketball
wbca2ba2,SPORTS,football,football
wbca2ba2,SPORTS,hockey,UNK
wbca2ba2,SPORTS,tennis,tennis
wbca2ba2,SPORTS,soccer,soccer
wbca2ba2,SPORTS,base,UNK
w77e3427,SUBJECTS,Math,UNK
w77e3427,SUBJECTS,english,english
w77e3427,SUBJECTS,reading,UNK
w77e3427,SUBJECTS,science,UNK
w77e3427,SUBJECTS,social studies,UNK
w77e3427,SUBJECTS,forei,UNK
w77e3427,TRANSPORT,car,car
w77e3427,TRANSPORT,bus,bus
w77e3427,TRANSPORT,train,train
w77e3427,TRANSPORT,plane,plane
w77e3427,TRANSPORT,boat,boat
w77e3427,TRANSPORT,bike,UNK
w77e3427,TRANSPORT,motorcycle,UNK
w77e3427,EUROCITIES,london,london
w77e3427,EUROCITIES,paris,paris
w77e3427,EUROCITIES,amsterdam,amsterdam
w77e3427,EUROCITIES,madrid,madrid
w77e3427,EUROCITIES,athens,athens
w77e3427,ANIMALS,lion,lion
w77e3427,ANIMALS,tiger,tiger
w77e3427,ANIMALS,bear,UNK
w77e3427,ANIMALS,lemus,lemur
w77e3427,ANIMALS,jaguar,jaguar
w77e3427,ANIMALS,leopard,UNK
w77e3427,ANIMALS,fossa,UNK
w77e3427,SPORTS,football,football
w77e3427,SPORTS,baseball,baseball
w77e3427,SPORTS,hockey,UNK
w77e3427,SPORTS,soccer,soccer
w77e3427,SPORTS,rugby,rugby
w77e3427,SPORTS,ten,UNK
w09589ea,EUROCITIES,Paris,paris
w09589ea,SUBJECTS,Math,UNK
w09589ea,SUBJECTS,Science,UNK
w09589ea,SUBJECTS,History,history
w09589ea,SUBJECTS,Phisiology,UNK
w09589ea,ANIMALS,Lion,lion
w09589ea,ANIMALS,Tiger,tiger
w09589ea,ANIMALS,Bear,UNK
w09589ea,ANIMALS,Seal,UNK
w09589ea,ANIMALS,Snake,UNK
w09589ea,ANIMALS,Bird,UNK
w09589ea,TRANSPORT,Car,car
w09589ea,TRANSPORT,Truck,UNK
w09589ea,TRANSPORT,Bus,bus
w09589ea,TRANSPORT,Plane,plane
w09589ea,TRANSPORT,Taxi,UNK
w09589ea,TRANSPORT,Motercy,UNK
w09589ea,SPORTS,Football,football
w09589ea,SPORTS,baseball,baseball
w09589ea,SPORTS,hockey,UNK
w8eeaa0b,ANIMALS,panda,panda
w8eeaa0b,ANIMALS,lion,lion
w8eeaa0b,ANIMALS,bear,UNK
w8eeaa0b,ANIMALS,peacock,peacock
w8eeaa0b,ANIMALS,sparrow,UNK
w8eeaa0b,ANIMALS,tiger,tiger
w8eeaa0b,SPORTS,football,football
w8eeaa0b,SPORTS,soccer,soccer
w8eeaa0b,SPORTS,tennis,tennis
w8eeaa0b,SPORTS,cricket,cricket
w8eeaa0b,SPORTS,basdeball,baseball
w8eeaa0b,EUROCITIES,berlin,UNK
w8eeaa0b,EUROCITIES,paris,paris
w8eeaa0b,EUROCITIES,frankfurt,UNK
w8eeaa0b,EUROCITIES,rome\,rome
w8eeaa0b,EUROCITIES,venice,venice
w8eeaa0b,TRANSPORT,bus,bus
w8eeaa0b,TRANSPORT,car,car
w8eeaa0b,TRANSPORT,train,train
w8eeaa0b,TRANSPORT,ship,UNK
w8eeaa0b,TRANSPORT,cycle,UNK
w8eeaa0b,TRANSPORT,plane,plane
w8eeaa0b,TRANSPORT,walk,UNK
w8eeaa0b,SUBJECTS,biology,biology
w8eeaa0b,SUBJECTS,math,UNK
w8eeaa0b,SUBJECTS,physics,physics
w07f0349,EUROCITIES,london,london
w07f0349,EUROCITIES,stocklholm,UNK
w07f0349,EUROCITIES,paris,paris
w07f0349,EUROCITIES,rome,rome
w07f0349,EUROCITIES,sicily,UNK
w07f0349,EUROCITIES,gda,UNK
w07f0349,ANIMALS,giraffe,giraffe
w07f0349,ANIMALS,monkey,monkey
w07f0349,ANIMALS,lion,lion
w07f0349,ANIMALS,elepphant,elephant
w07f0349,SPORTS,basketball,basketball
w07f0349,SPORTS,football,football
w07f0349,SPORTS,soccer,soccer
w07f0349,SPORTS,tennis,tennis
w07f0349,SPORTS,golf,golf
w07f0349,SPORTS,swim,UNK
w07f0349,SPORTS,track,UNK
w07f0349,SPORTS,c,UNK
w07f0349,SUBJECTS,math,UNK
w07f0349,SUBJECTS,english,english
w07f0349,SUBJECTS,science,UNK
w07f0349,SUBJECTS,reading,UNK
w07f0349,SUBJECTS,history,history
w07f0349,SUBJECTS,alg,UNK
w07f0349,TRANSPORT,car,car
w07f0349,TRANSPORT,walk,UNK
w07f0349,TRANSPORT,bike,UNK
w07f0349,TRANSPORT,bus,bus
w07f0349,TRANSPORT,train,train
w07f0349,TRANSPORT,subway,UNK
wf276dd5,SPORTS,mets,UNK
wf276dd5,SPORTS,nets,UNK
wf276dd5,SPORTS,knick,UNK
wf276dd5,SUBJECTS,math,UNK
wf276dd5,SUBJECTS,chem,UNK
wf276dd5,SUBJECTS,english,english
wf276dd5,SUBJECTS,geophysics,UNK
wf276dd5,SUBJECTS,his,UNK
wf276dd5,ANIMALS,cat,UNK
wf276dd5,ANIMALS,tiger,tiger
wf276dd5,ANIMALS,girffe,giraffe
wf276dd5,ANIMALS,monkey,monkey
wf276dd5,TRANSPORT,car,car
wf276dd5,TRANSPORT,bus,bus
wf276dd5,TRANSPORT,train,train
wf276dd5,TRANSPORT,horse,UNK
wf276dd5,TRANSPORT,walking,UNK
wf276dd5,TRANSPORT,bike,UNK
wf276dd5,EUROCITIES,paris,paris
wf276dd5,EUROCITIES,antridam,UNK
wf276dd5,EUROCITIES,rome,rome
w4d363aa,EUROCITIES,paris,paris
w4d363aa,EUROCITIES,rome,rome
w4d363aa,TRANSPORT,car,car
w4d363aa,TRANSPORT,bike,UNK
w4d363aa,TRANSPORT,train,train
w4d363aa,TRANSPORT,walk,UNK
w4d363aa,TRANSPORT,scooter,scooter
