wid,outcome,considered,evaluation,prompt_id,raw_outcome
w8a97578,vienna,False,9,VACATION,Vienna
w8a97578,athens,False,10,VACATION,Athens
w8a97578,rome,False,8,VACATION,Rome
w8a97578,paris,False,10,VACATION,Paris
w8a97578,london,False,9,VACATION,London
w8a97578,venice,False,8,VACATION,Venice
w8a97578,madrid,False,9,VACATION,Madrid
w8a97578,UNK,True,10,VACATION,Edinburgh
w8a97578,amsterdam,False,10,VACATION,Amsterdam
w8a97578,deer,True,-9,ZOO_INTIMATE,Bear
w8a97578,tiger,True,-10,ZOO_INTIMATE,Tiger
w8a97578,elephant,False,3,ZOO_INTIMATE,elephant
w8a97578,kangaroo,False,-4,ZOO_INTIMATE,kangaroo
w8a97578,gorilla,False,-10,ZOO_INTIMATE,gorilla
w8a97578,jaguar,False,-10,ZOO_INTIMATE,jaguar
w8a97578,monkey,False,0,ZOO_INTIMATE,monkey
w8a97578,panda,False,8,ZOO_INTIMATE,panda
w8a97578,giraffe,False,7,ZOO_INTIMATE,giraffe
w8a97578,koala,False,5,ZOO_INTIMATE,koala
w8a97578,cobra,False,-10,ZOO_INTIMATE,cobra
w8a97578,rhinoceros,False,-8,ZOO_INTIMATE,rhinoceros
w8a97578,UNK,True,-10,ZOO_INTIMATE,Big cats generally
w8a97578,lion,False,-10,ZOO_INTIMATE,lion
w8a97578,sloth,False,10,ZOO_INTIMATE,sloth
w8a97578,crocodile,False,-10,ZOO_INTIMATE,crocodile
w8a97578,peacock,False,9,ZOO_INTIMATE,peacock
w8a97578,geometry,False,-3,SCHOOL,geometry
w8a97578,calculus,False,1,SCHOOL,calculus
w8a97578,algebra,False,1,SCHOOL,algebra
w8a97578,UNK,True,9,SCHOOL,English Literature
w8a97578,french,False,7,SCHOOL,french
w8a97578,physics,False,-7,SCHOOL,physics
w8a97578,english,False,7,SCHOOL,english
w8a97578,history,False,-2,SCHOOL,history
w8a97578,biology,False,0,SCHOOL,biology
w8a97578,UNK,True,1,SCHOOL,Math
w8a97578,spanish,False,7,SCHOOL,spanish
w8a97578,chemistry,False,-3,SCHOOL,chemistry
w8a97578,helicopter,False,2,COMMUTE,helicopter
w8a97578,skateboard,False,-1,COMMUTE,skateboard
w8a97578,plane,False,0,COMMUTE,plane
w8a97578,limousine,False,5,COMMUTE,limousine
w8a97578,bicycle,True,1,COMMUTE,Bicycle
w8a97578,scooter,False,1,COMMUTE,scooter
w8a97578,car,False,5,COMMUTE,car
w8a97578,train,False,4,COMMUTE,train
w8a97578,bus,False,1,COMMUTE,bus
w8a97578,UNK,True,4,COMMUTE,Subway
w8a97578,boat,False,-3,COMMUTE,boat
w8a97578,boxing,False,-3,SEASON_PASS,boxing
w8a97578,tennis,False,-3,SEASON_PASS,tennis
w8a97578,bowling,False,-2,SEASON_PASS,bowling
w8a97578,basketball,False,-2,SEASON_PASS,basketball
w8a97578,soccer,False,-1,SEASON_PASS,soccer
w8a97578,golf,False,-8,SEASON_PASS,golf
w8a97578,cricket,False,-4,SEASON_PASS,cricket
w8a97578,football,False,-4,SEASON_PASS,football
w8a97578,volleyball,False,0,SEASON_PASS,volleyball
w8a97578,baseball,False,-4,SEASON_PASS,baseball
w8a97578,badminton,False,-5,SEASON_PASS,badminton
w8a97578,rugby,False,-3,SEASON_PASS,rugby
w0b01e65,UNK,True,10,VACATION,Dublin
w0b01e65,venice,False,10,VACATION,Venice
w0b01e65,athens,False,8,VACATION,Athens
w0b01e65,london,True,7,VACATION,London
w0b01e65,vienna,False,10,VACATION,Vienna
w0b01e65,rome,True,9,VACATION,Rome
w0b01e65,paris,True,6,VACATION,Paris
w0b01e65,amsterdam,False,6,VACATION,Amsterdam
w0b01e65,UNK,True,7,VACATION,Prague
w0b01e65,cricket,False,6,SPORTS_SILENCE,cricket
w0b01e65,volleyball,False,-1,SPORTS_SILENCE,volleyball
w0b01e65,bowling,False,1,SPORTS_SILENCE,bowling
w0b01e65,tennis,True,7,SPORTS_SILENCE,tennis
w0b01e65,golf,False,10,SPORTS_SILENCE,golf
w0b01e65,football,True,8,SPORTS_SILENCE,football
w0b01e65,baseball,True,9,SPORTS_SILENCE,baseball
w0b01e65,soccer,False,-1,SPORTS_SILENCE,soccer
w0b01e65,boxing,False,-5,SPORTS_SILENCE,boxing
w0b01e65,rugby,False,4,SPORTS_SILENCE,rugby
w0b01e65,badminton,False,9,SPORTS_SILENCE,badminton
w0b01e65,bus,True,10,VETO,bus
w0b01e65,unicycle,False,4,VETO,unicycle
w0b01e65,helicopter,False,1,VETO,helicopter
w0b01e65,car,True,-10,VETO,car
w0b01e65,train,True,1,VETO,train
w0b01e65,scooter,False,-1,VETO,scooter
w0b01e65,plane,True,-10,VETO,plane
w0b01e65,limousine,False,0,VETO,limousine
w0b01e65,bicycle,False,-1,VETO,bicycle
w0b01e65,skateboard,False,4,VETO,skateboard
w0b01e65,UNK,True,2,VETO,trolley
w0b01e65,tiger,True,6,ZOO_BUBBLE,tiger
w0b01e65,elephant,True,7,ZOO_BUBBLE,elephant
w0b01e65,jaguar,False,6,ZOO_BUBBLE,jaguar
w0b01e65,lion,False,6,ZOO_BUBBLE,lion
w0b01e65,peacock,False,0,ZOO_BUBBLE,peacock
w0b01e65,zebra,False,1,ZOO_BUBBLE,zebra
w0b01e65,sloth,True,10,ZOO_BUBBLE,sloth
w0b01e65,koala,False,7,ZOO_BUBBLE,koala
w0b01e65,kangaroo,False,6,ZOO_BUBBLE,kangaroo
w0b01e65,panda,False,9,ZOO_BUBBLE,panda
w0b01e65,lemur,True,8,ZOO_BUBBLE,lemurs
w0b01e65,crocodile,False,2,ZOO_BUBBLE,crocodile
w0b01e65,rhinoceros,False,3,ZOO_BUBBLE,rhinoceros
w0b01e65,UNK,True,7,ZOO_BUBBLE,chimpanzee
w0b01e65,gorilla,True,8,ZOO_BUBBLE,gorilla
w0b01e65,monkey,False,8,ZOO_BUBBLE,monkey
w0b01e65,giraffe,False,3,ZOO_BUBBLE,giraffe
w0b01e65,cobra,False,3,ZOO_BUBBLE,cobra
w0b01e65,spanish,False,10,EXPERT,spanish
w0b01e65,physics,False,2,EXPERT,physics
w0b01e65,english,False,-6,EXPERT,english
w0b01e65,algebra,False,-3,EXPERT,algebra
w0b01e65,UNK,True,10,EXPERT,arts
w0b01e65,chemistry,False,-2,EXPERT,chemistry
w0b01e65,geometry,False,-6,EXPERT,geometry
w0b01e65,biology,True,7,EXPERT,zoology
w0b01e65,french,False,-1,EXPERT,french
w0b01e65,UNK,True,10,EXPERT,graphic design
w0b01e65,UNK,True,10,EXPERT,video game design
w0b01e65,history,False,2,EXPERT,history
w0b01e65,calculus,False,-7,EXPERT,calculus
w7fdaa32,amsterdam,True,9,VACATION,Amsterdam
w7fdaa32,rome,False,5,VACATION,Rome
w7fdaa32,london,True,6,VACATION,London
w7fdaa32,paris,True,10,VACATION,Paris
w7fdaa32,venice,False,6,VACATION,Venice
w7fdaa32,vienna,False,3,VACATION,Vienna
w7fdaa32,athens,False,5,VACATION,Athens
w7fdaa32,helicopter,False,-2,VETO,helicopter
w7fdaa32,bus,False,-7,VETO,bus
w7fdaa32,car,False,-10,VETO,car
w7fdaa32,limousine,False,-3,VETO,limousine
w7fdaa32,boat,False,-6,VETO,boat
w7fdaa32,scooter,False,-3,VETO,scooter
w7fdaa32,plane,False,-9,VETO,plane
w7fdaa32,bicycle,False,-4,VETO,bicycle
w7fdaa32,skateboard,False,-3,VETO,skateboard
w7fdaa32,UNK,True,-10,VETO,"I was thinking about how bad it would be to not be able to use my car for a year. Also other transportations such as the train, and airplanes. Car would be the worst though because I use it most."
w7fdaa32,train,False,-8,VETO,train
w7fdaa32,unicycle,False,-1,VETO,unicycle
w7fdaa32,history,False,3,EXPERT,history
w7fdaa32,biology,False,8,EXPERT,biology
w7fdaa32,geometry,False,8,EXPERT,geometry
w7fdaa32,UNK,True,10,EXPERT,Science
w7fdaa32,UNK,True,9,EXPERT,Writing
w7fdaa32,calculus,False,10,EXPERT,calculus
w7fdaa32,UNK,True,10,EXPERT,Math
w7fdaa32,algebra,False,9,EXPERT,algebra
w7fdaa32,french,False,7,EXPERT,french
w7fdaa32,spanish,True,10,EXPERT,Spanish
w7fdaa32,english,True,9,EXPERT,English
w7fdaa32,chemistry,False,4,EXPERT,chemistry
w7fdaa32,physics,False,5,EXPERT,physics
w7fdaa32,rhinoceros,False,8,ZOO_BUBBLE,rhinoceros
w7fdaa32,cobra,False,-3,ZOO_BUBBLE,cobra
w7fdaa32,koala,False,8,ZOO_BUBBLE,koala
w7fdaa32,UNK,True,8,ZOO_BUBBLE,horse
w7fdaa32,deer,True,10,ZOO_BUBBLE,bear
w7fdaa32,UNK,True,10,ZOO_BUBBLE,rhino
w7fdaa32,giraffe,True,10,ZOO_BUBBLE,giraffe
w7fdaa32,crocodile,False,2,ZOO_BUBBLE,crocodile
w7fdaa32,peacock,False,2,ZOO_BUBBLE,peacock
w7fdaa32,sloth,False,4,ZOO_BUBBLE,sloth
w7fdaa32,panda,False,7,ZOO_BUBBLE,panda
w7fdaa32,kangaroo,False,8,ZOO_BUBBLE,kangaroo
w7fdaa32,deer,True,9,ZOO_BUBBLE,dear
w7fdaa32,lion,True,10,ZOO_BUBBLE,lion
w7fdaa32,jaguar,False,7,ZOO_BUBBLE,jaguar
w7fdaa32,monkey,True,8,ZOO_BUBBLE,monkey
w7fdaa32,gorilla,False,7,ZOO_BUBBLE,gorilla
w7fdaa32,tiger,True,7,ZOO_BUBBLE,tiger
w7fdaa32,elephant,False,8,ZOO_BUBBLE,elephant
w7fdaa32,UNK,True,10,ZOO_BUBBLE,opossum
w7fdaa32,volleyball,False,-2,SPORTS_SILENCE,volleyball
w7fdaa32,baseball,True,-5,SPORTS_SILENCE,baseball
w7fdaa32,UNK,True,-10,SPORTS_SILENCE,track
w7fdaa32,tennis,True,-5,SPORTS_SILENCE,tennis
w7fdaa32,rugby,False,-1,SPORTS_SILENCE,rugby
w7fdaa32,UNK,True,-10,SPORTS_SILENCE,cross-country
w7fdaa32,bowling,False,-2,SPORTS_SILENCE,bowling
w7fdaa32,boxing,False,-8,SPORTS_SILENCE,boxing
w7fdaa32,football,True,-1,SPORTS_SILENCE,softball
w7fdaa32,football,True,-7,SPORTS_SILENCE,football
w7fdaa32,UNK,True,-1,SPORTS_SILENCE,hocky
w7fdaa32,UNK,True,-3,SPORTS_SILENCE,swimming
w7fdaa32,golf,False,-1,SPORTS_SILENCE,golf
w7fdaa32,basketball,True,-5,SPORTS_SILENCE,basketball
w7fdaa32,badminton,False,-6,SPORTS_SILENCE,badminton
w7fdaa32,soccer,False,-5,SPORTS_SILENCE,soccer
w7fdaa32,UNK,True,-3,SPORTS_SILENCE,swimming
w7fdaa32,cricket,False,1,SPORTS_SILENCE,cricket
w461dcc1,athens,False,10,VACATION,Athens
w461dcc1,amsterdam,False,10,VACATION,Amsterdam
w461dcc1,venice,False,10,VACATION,Venice
w461dcc1,paris,True,10,VACATION,Paris
w461dcc1,vienna,False,10,VACATION,Vienna
w461dcc1,UNK,True,10,VACATION,Greece
w461dcc1,london,True,10,VACATION,London
w461dcc1,rome,False,10,VACATION,Rome
w461dcc1,UNK,True,-9,ZOO_INTIMATE,Alligator
w461dcc1,cobra,False,-10,ZOO_INTIMATE,cobra
w461dcc1,zebra,False,0,ZOO_INTIMATE,zebra
w461dcc1,koala,False,10,ZOO_INTIMATE,koala
w461dcc1,tiger,True,-10,ZOO_INTIMATE,Tiger
w461dcc1,sloth,False,5,ZOO_INTIMATE,sloth
w461dcc1,panda,False,5,ZOO_INTIMATE,panda
w461dcc1,lemur,False,4,ZOO_INTIMATE,lemur
w461dcc1,jaguar,False,-10,ZOO_INTIMATE,jaguar
w461dcc1,peacock,False,4,ZOO_INTIMATE,peacock
w461dcc1,kangaroo,False,-6,ZOO_INTIMATE,kangaroo
w461dcc1,crocodile,False,-10,ZOO_INTIMATE,crocodile
w461dcc1,monkey,False,-5,ZOO_INTIMATE,monkey
w461dcc1,elephant,False,-10,ZOO_INTIMATE,elephant
w461dcc1,giraffe,False,-7,ZOO_INTIMATE,giraffe
w461dcc1,gorilla,True,-10,ZOO_INTIMATE,Gorilla 
w461dcc1,lion,False,-10,ZOO_INTIMATE,lion
w461dcc1,rhinoceros,False,-10,ZOO_INTIMATE,rhinoceros
w461dcc1,geometry,False,-8,SCHOOL,geometry
w461dcc1,algebra,False,-10,SCHOOL,algebra
w461dcc1,spanish,False,8,SCHOOL,spanish
w461dcc1,english,False,9,SCHOOL,english
w461dcc1,chemistry,False,-5,SCHOOL,chemistry
w461dcc1,calculus,False,-10,SCHOOL,calculus
w461dcc1,physics,False,-10,SCHOOL,physics
w461dcc1,biology,False,-6,SCHOOL,biology
w461dcc1,history,False,9,SCHOOL,history
w461dcc1,UNK,True,-10,SCHOOL,Math
w461dcc1,french,False,-6,SCHOOL,french
w461dcc1,bicycle,False,-7,COMMUTE,bicycle
w461dcc1,scooter,False,-4,COMMUTE,scooter
w461dcc1,limousine,False,4,COMMUTE,limousine
w461dcc1,helicopter,False,-10,COMMUTE,helicopter
w461dcc1,boat,False,-10,COMMUTE,boat
w461dcc1,bus,False,-5,COMMUTE,bus
w461dcc1,unicycle,False,-10,COMMUTE,unicycle
w461dcc1,car,False,10,COMMUTE,car
w461dcc1,skateboard,False,-10,COMMUTE,skateboard
w461dcc1,plane,False,-10,COMMUTE,plane
w461dcc1,train,False,4,COMMUTE,train
w461dcc1,tennis,False,-5,SEASON_PASS,tennis
w461dcc1,football,False,-10,SEASON_PASS,football
w461dcc1,baseball,False,-10,SEASON_PASS,baseball
w461dcc1,boxing,False,-10,SEASON_PASS,boxing
w461dcc1,bowling,False,5,SEASON_PASS,bowling
w461dcc1,golf,False,10,SEASON_PASS,golf
w461dcc1,soccer,False,-8,SEASON_PASS,soccer
w461dcc1,volleyball,False,8,SEASON_PASS,volleyball
w461dcc1,basketball,False,-9,SEASON_PASS,basketball
w461dcc1,rugby,False,-10,SEASON_PASS,rugby
w461dcc1,cricket,False,-10,SEASON_PASS,cricket
w461dcc1,badminton,False,0,SEASON_PASS,badminton
wc225bf4,amsterdam,False,10,VACATION,Amsterdam
wc225bf4,paris,True,10,VACATION,Paris
wc225bf4,vienna,False,10,VACATION,Vienna
wc225bf4,rome,False,10,VACATION,Rome
wc225bf4,athens,False,5,VACATION,Athens
wc225bf4,venice,True,10,VACATION,Munich
wc225bf4,london,True,10,VACATION,London
wc225bf4,UNK,True,10,VACATION,Dublin
wc225bf4,zebra,False,5,ZOO_BUBBLE,zebra
wc225bf4,deer,False,3,ZOO_BUBBLE,deer
wc225bf4,monkey,False,5,ZOO_BUBBLE,monkey
wc225bf4,elephant,False,5,ZOO_BUBBLE,elephant
wc225bf4,jaguar,False,1,ZOO_BUBBLE,jaguar
wc225bf4,koala,False,2,ZOO_BUBBLE,koala
wc225bf4,peacock,False,0,ZOO_BUBBLE,peacock
wc225bf4,crocodile,False,-2,ZOO_BUBBLE,crocodile
wc225bf4,rhinoceros,False,2,ZOO_BUBBLE,rhinoceros
wc225bf4,cobra,False,-3,ZOO_BUBBLE,cobra
wc225bf4,gorilla,False,3,ZOO_BUBBLE,gorilla
wc225bf4,lion,False,4,ZOO_BUBBLE,lion
wc225bf4,giraffe,False,6,ZOO_BUBBLE,giraffe
wc225bf4,tiger,False,2,ZOO_BUBBLE,tiger
wc225bf4,lemur,False,1,ZOO_BUBBLE,lemur
wc225bf4,panda,False,3,ZOO_BUBBLE,panda
wc225bf4,sloth,False,-2,ZOO_BUBBLE,sloth
wc225bf4,kangaroo,False,5,ZOO_BUBBLE,kangaroo
wc225bf4,football,False,2,SPORTS_SILENCE,football
wc225bf4,cricket,False,0,SPORTS_SILENCE,cricket
wc225bf4,bowling,False,-7,SPORTS_SILENCE,bowling
wc225bf4,golf,True,4,SPORTS_SILENCE,Box
wc225bf4,soccer,False,-10,SPORTS_SILENCE,soccer
wc225bf4,basketball,False,-3,SPORTS_SILENCE,basketball
wc225bf4,baseball,False,2,SPORTS_SILENCE,baseball
wc225bf4,UNK,True,10,SPORTS_SILENCE,MMA
wc225bf4,tennis,False,-4,SPORTS_SILENCE,tennis
wc225bf4,rugby,False,0,SPORTS_SILENCE,rugby
wc225bf4,badminton,False,0,SPORTS_SILENCE,badminton
wc225bf4,volleyball,False,-6,SPORTS_SILENCE,volleyball
wc225bf4,physics,False,-3,EXPERT,physics
wc225bf4,algebra,False,-5,EXPERT,algebra
wc225bf4,biology,False,-2,EXPERT,biology
wc225bf4,geometry,False,-6,EXPERT,geometry
wc225bf4,french,True,10,EXPERT,Tech
wc225bf4,english,False,4,EXPERT,english
wc225bf4,history,False,2,EXPERT,history
wc225bf4,calculus,False,-4,EXPERT,calculus
wc225bf4,UNK,True,10,EXPERT,Politics
wc225bf4,spanish,False,5,EXPERT,spanish
wc225bf4,chemistry,False,-8,EXPERT,chemistry
wc225bf4,UNK,True,10,EXPERT,Management
wc225bf4,plane,True,-10,VETO,plane
wc225bf4,skateboard,False,7,VETO,skateboard
wc225bf4,limousine,False,-7,VETO,limousine
wc225bf4,UNK,True,-10,VETO,cruise ship
wc225bf4,train,False,-6,VETO,train
wc225bf4,car,True,-10,VETO,car
wc225bf4,UNK,True,-2,VETO,subway
wc225bf4,unicycle,False,10,VETO,unicycle
wc225bf4,scooter,False,10,VETO,scooter
wc225bf4,bicycle,False,-6,VETO,bicycle
wc225bf4,helicopter,True,4,VETO,helicopter
